zipcode,state,sqft,bedrooms,bathrooms,year_built,lot_size,price,has_garage,has_pool,house_type,neighborhood_quality
37266,NJ,2806,5,2.0,1991,10569,897785,1,0,Single Family,High
62992,VA,3275,6,1.5,1907,9671,618072,0,0,Single Family,High
92948,NY,878,1,4.5,1926,3643,674105,1,0,Single Family,Very High
16910,GA,1149,6,1.5,1979,8730,301352,0,0,Single Family,High
10206,AZ,2030,4,4.5,1962,9051,514008,1,0,Single Family,High
97054,CA,1820,4,4.0,1981,6386,927285,1,0,Single Family,Medium
97897,MA,3327,1,2.0,1924,3210,684711,0,0,Single Family,High
33419,WI,2153,5,3.5,1957,7217,319603,1,0,Single Family,Medium
60636,IL,2974,2,3.5,1947,7632,471464,1,0,Townhouse,Medium
60015,VA,565,5,3.0,1900,3298,257241,1,1,Single Family,Medium
64268,NJ,2569,1,4.5,1907,3293,537508,1,0,Condo,Low
97939,OH,1499,4,3.0,1920,2000,277299,1,0,Single Family,High
28141,TX,1487,3,4.0,1997,11475,514154,0,0,Townhouse,High
90356,MA,1826,3,3.5,1987,14890,821508,1,0,Single Family,Medium
81910,GA,1002,2,4.0,2000,10080,281150,1,0,Single Family,Medium
66044,VA,2309,3,5.0,1989,7978,631645,1,0,Single Family,Medium
77214,CA,2133,2,2.0,2010,3049,728932,1,0,Single Family,Medium
43827,WI,2186,3,4.0,1977,2000,324564,1,1,Townhouse,Low
65820,CO,2620,4,2.0,2021,9835,623271,0,0,Single Family,Medium
72623,CA,3060,5,1.5,1928,13078,649991,0,0,Single Family,High
91734,MI,1745,4,4.0,1929,5837,188657,1,0,Single Family,Medium
85450,AZ,2334,2,2.5,1902,15277,463923,1,0,Single Family,Medium
32299,CO,2205,3,1.0,1906,6555,564148,1,1,Single Family,High
53585,AZ,2264,3,3.5,1999,15424,303608,0,0,Townhouse,Medium
74044,FL,2274,5,3.5,1910,6096,638660,1,0,Townhouse,High
52557,CA,3113,5,3.5,1931,2000,1201775,1,0,Townhouse,Medium
59080,OH,1678,3,1.5,1958,13131,248351,1,1,Condo,High
12693,FL,931,2,1.0,2021,5385,352278,1,0,Single Family,Medium
79163,AZ,1511,5,2.0,1911,2287,478804,1,0,Single Family,High
35939,FL,2530,5,1.5,1978,12407,663128,1,0,Townhouse,High
58925,VA,2016,5,3.5,1937,5553,548081,1,0,Single Family,High
52941,NC,1672,5,3.5,2021,2935,361652,1,0,Townhouse,Medium
31834,FL,1246,3,3.0,1923,16557,348801,1,0,Single Family,High
28047,MD,2154,3,3.0,1964,8976,541318,0,0,Single Family,High
36105,GA,2451,3,5.0,1917,2824,465661,1,0,Single Family,Medium
85766,FL,2214,3,3.0,1945,7684,569959,1,1,Single Family,High
25707,NC,1822,3,3.5,1955,20662,280316,0,1,Single Family,Medium
31976,PA,2102,4,2.5,1962,10561,386144,1,0,Single Family,Medium
54262,WA,2098,3,1.0,1906,6790,546859,1,0,Single Family,High
33776,NC,2132,3,2.5,2005,12506,375118,1,0,Single Family,High
40080,GA,1170,3,1.5,2004,7728,420054,1,0,Single Family,High
76842,FL,2138,2,2.0,1965,7452,391095,1,0,Single Family,Very High
71373,MD,1691,3,4.0,1939,6718,436791,1,0,Townhouse,Very High
16776,CA,2728,5,4.0,1953,14269,1108401,1,0,Townhouse,Very High
65016,MD,2093,5,1.0,1930,10973,538348,1,1,Townhouse,Medium
19474,AZ,2584,3,4.5,1996,17111,511413,1,0,Single Family,Medium
68053,WA,1788,4,4.0,1951,11534,548997,1,1,Single Family,Medium
31959,MD,1814,1,1.0,1993,17638,437769,1,0,Condo,High
15530,OH,3045,4,4.5,1930,13250,420891,1,0,Single Family,Medium
13748,VA,2305,3,1.5,1933,8700,471003,1,0,Single Family,Very High
23545,GA,1499,3,4.5,1906,9323,242408,1,1,Single Family,High
76199,MA,2627,5,2.0,1988,19139,819928,1,1,Townhouse,Medium
44766,TX,1626,3,4.0,1915,16519,432532,1,0,Single Family,High
83530,FL,2157,1,3.5,1921,17733,474193,1,0,Single Family,Low
71087,WI,3285,3,3.0,1999,4962,405753,1,0,Townhouse,Medium
78840,MD,998,3,1.5,1952,2000,255903,1,0,Single Family,High
64384,AZ,1876,3,1.5,1990,5784,464952,1,1,Townhouse,Medium
61005,CO,2285,5,1.0,1916,10827,497634,1,1,Single Family,High
56576,TX,2535,4,5.0,1903,6772,542165,1,1,Townhouse,Low
49353,NJ,1131,4,4.5,1960,10137,643709,0,0,Townhouse,High
72003,IL,924,3,4.5,2021,7743,364454,1,0,Single Family,High
93211,TX,2763,3,1.0,1998,2000,462311,1,0,Single Family,High
62733,CO,1495,3,3.0,2004,12144,513763,0,0,Single Family,High
75318,AZ,1466,3,3.5,1985,10154,324034,1,0,Townhouse,Medium
99474,NJ,3085,4,1.5,2010,16646,989648,1,0,Single Family,High
33664,MI,2048,3,3.0,1951,10799,276795,1,0,Townhouse,Low
77172,VA,2053,5,3.5,1934,13913,529156,1,0,Townhouse,High
95616,CA,1874,3,5.0,1943,5903,899589,1,0,Single Family,High
36736,MI,1143,2,1.0,1914,11735,169830,0,0,Townhouse,High
10854,IL,2472,2,2.0,1960,14042,370488,1,0,Single Family,Medium
48623,NC,2286,1,5.0,2015,12781,355705,1,0,Condo,Low
17392,MI,2118,3,1.0,2003,8867,175464,1,1,Single Family,Medium
65680,NJ,1918,3,1.0,1943,11752,541055,0,0,Single Family,Medium
56717,OR,1795,1,1.0,1920,13113,415247,0,0,Condo,High
97092,MN,2638,4,4.0,1976,16006,470847,1,0,Condo,Medium
60859,NC,1901,4,3.0,1946,7194,302279,0,0,Townhouse,Medium
36309,CA,1955,2,3.5,1974,4415,692706,1,0,Single Family,High
97455,MA,2370,3,4.5,1948,5843,680054,1,0,Townhouse,High
73734,OH,2145,4,1.5,1952,10727,345591,1,1,Single Family,High
80467,IL,3149,6,1.5,2019,10021,741510,1,1,Single Family,Medium
62662,NJ,767,4,2.0,1926,13136,243290,0,0,Townhouse,Medium
22688,CA,2209,3,2.0,1930,14153,749687,1,0,Townhouse,Medium
35342,MI,1506,4,2.0,1943,2000,202756,1,0,Single Family,High
47157,CA,1340,4,2.5,1931,7594,621445,0,0,Townhouse,High
77863,AZ,1680,3,2.0,2015,11061,461259,1,0,Single Family,High
62083,MD,2038,5,1.5,1929,15575,444771,0,0,Single Family,High
75733,NY,2069,3,5.0,1917,9733,831853,1,0,Single Family,High
99045,TX,937,6,3.5,1962,16827,460653,0,0,Single Family,Medium
44698,FL,1621,4,2.0,1915,12756,384106,1,0,Condo,Medium
90623,VA,2196,4,5.0,1934,11903,517252,1,0,Townhouse,Medium
32671,MA,1386,4,2.5,1961,9448,549274,0,0,Townhouse,High
35184,FL,1219,3,2.5,2022,9876,558459,1,1,Condo,Very High
52107,MA,500,4,4.5,1908,11653,410451,1,0,Single Family,High
96202,IL,1535,5,4.0,1961,9023,533370,0,0,Condo,Medium
61663,MD,1195,4,4.0,1938,15562,410038,1,0,Single Family,Medium
25708,TX,1311,5,4.0,1950,14397,380084,1,1,Single Family,Medium
59811,WA,1809,5,3.0,2000,15989,690415,0,1,Single Family,Very High
12811,MA,1580,6,4.0,2014,4800,688102,1,0,Single Family,Medium
66250,MA,1183,4,2.5,1909,4636,569876,1,0,Townhouse,Very High
82082,MD,518,4,4.5,1951,12439,336877,1,0,Single Family,Medium
44754,IL,2211,3,5.0,1911,9596,381986,1,1,Single Family,High
21411,MA,2526,4,2.0,1971,11294,850975,1,0,Single Family,High
12911,NY,1722,3,4.0,1961,4412,767129,1,0,Townhouse,High
77270,NJ,1813,3,5.0,1902,2710,519902,1,0,Single Family,High
93763,VA,2001,3,1.0,1982,11162,529217,1,0,Single Family,Medium
18680,IL,3105,5,1.5,2022,6200,499132,1,0,Single Family,High
94896,FL,902,5,4.0,1910,13570,409989,1,0,Single Family,High
93879,MD,1709,4,1.5,1907,6923,302726,1,0,Townhouse,High
81295,WA,794,3,4.0,1989,5562,410291,1,0,Single Family,Medium
98614,NJ,2253,4,1.0,2008,2000,567290,1,0,Townhouse,Medium
21111,NC,1899,4,2.0,2021,16237,315088,1,1,Single Family,High
47504,WA,2142,3,3.0,1922,13487,555110,1,0,Single Family,Medium
11802,NY,2107,3,3.5,2018,2521,842295,1,0,Condo,High
18155,WA,2693,3,5.0,1909,2000,707528,0,1,Townhouse,Medium
83656,TX,2376,4,5.0,1917,7014,443908,1,0,Single Family,Low
49384,OH,2581,4,2.0,1975,14736,373714,0,0,Condo,High
57254,GA,1254,3,4.5,1938,7364,272471,1,0,Townhouse,High
31918,OH,2835,6,2.5,1925,8964,332027,1,1,Single Family,High
95981,NY,1494,2,4.0,1910,14952,594047,0,0,Single Family,Very High
70713,NJ,1534,3,3.5,1909,5058,439504,0,1,Single Family,Medium
40306,FL,2189,3,4.5,1902,6589,483515,1,0,Townhouse,Medium
26646,MA,2211,1,3.5,1961,11097,566067,1,0,Single Family,Medium
56843,MD,1249,3,2.5,1970,8599,376059,0,0,Single Family,Low
26371,NJ,1878,3,1.5,1960,5614,411369,1,1,Single Family,Low
87371,VA,3041,4,4.0,1903,13536,442156,1,0,Single Family,Low
12049,WA,972,3,2.5,1960,12589,370670,1,1,Single Family,Medium
41616,VA,3039,4,5.0,2003,14160,533919,1,0,Condo,High
30932,FL,1830,4,5.0,1907,9233,289879,1,0,Townhouse,High
39855,TX,500,2,4.0,2001,2000,279892,1,0,Condo,Medium
71434,CA,1043,4,3.0,1912,10053,678125,1,1,Townhouse,Medium
82694,FL,1325,2,2.0,1911,4141,371543,1,0,Single Family,Low
53016,NC,1563,5,2.0,1934,2000,326650,1,0,Townhouse,Medium
17400,CA,1926,5,5.0,2001,8626,896922,1,0,Single Family,Medium
52642,VA,500,3,5.0,1953,10508,340779,1,0,Townhouse,Medium
25151,TX,2130,5,2.5,1950,17991,383895,1,0,Townhouse,Medium
61407,CO,1261,4,1.0,1942,3971,288794,0,1,Townhouse,Very High
76690,AZ,2973,5,3.0,1999,13385,691548,1,1,Single Family,Medium
14499,WI,1810,4,4.5,2010,2005,379216,1,0,Townhouse,Medium
16295,MI,2659,3,2.5,1965,16350,293456,1,1,Single Family,Medium
69040,MA,2777,5,2.5,1914,6496,734300,1,0,Single Family,Medium
22183,GA,2758,3,5.0,1948,8325,516987,1,0,Townhouse,Medium
39299,VA,1603,3,5.0,1933,8389,437063,1,0,Townhouse,Medium
22874,TX,1594,3,4.0,1938,13794,328400,1,0,Single Family,Low
42711,FL,1842,3,4.5,1925,2747,432549,1,1,Single Family,Medium
15539,IL,2445,4,2.5,2011,9112,515526,1,0,Single Family,Medium
63351,MI,1642,4,4.5,1968,6793,217161,1,0,Single Family,Medium
71267,PA,1916,5,3.5,1947,20990,452460,1,0,Townhouse,High
58354,VA,2191,2,2.0,1988,4575,423815,1,0,Single Family,Medium
12557,NJ,1366,6,4.0,1950,2000,531551,1,0,Single Family,High
48360,AZ,1322,5,2.0,1997,18472,385282,1,0,Single Family,Medium
92018,NC,1889,2,4.0,2010,12456,423678,1,0,Townhouse,Medium
12200,MN,1981,3,3.0,1903,6063,342159,1,0,Single Family,Medium
78497,TX,2303,5,2.5,1997,9838,538858,1,0,Single Family,Medium
56975,MD,2470,4,2.0,1926,5995,482543,1,1,Single Family,Very High
31357,WA,1230,4,4.5,2018,2000,428611,0,0,Single Family,Medium
87505,NY,1431,4,2.5,1941,9178,556451,0,0,Single Family,Medium
12869,WI,1320,3,4.5,2017,9142,295012,1,0,Single Family,High
71135,VA,2988,1,2.0,1955,11696,568079,1,0,Single Family,Medium
60108,MD,1915,4,5.0,1992,5135,495356,1,1,Townhouse,Low
48467,AZ,2011,1,3.5,1968,6126,328479,1,0,Single Family,High
33328,MD,2040,4,3.0,1917,8117,370345,0,1,Single Family,Medium
96831,PA,1499,5,3.0,1960,5095,241337,0,0,Single Family,High
13987,GA,3094,4,2.0,1903,15683,650813,1,0,Townhouse,Medium
68871,WA,2287,6,1.5,1900,14245,538654,1,1,Single Family,High
32399,NY,2027,3,3.5,1949,7420,783008,1,1,Condo,Very High
56214,FL,1226,4,1.0,1983,12672,318857,1,1,Single Family,High
96416,TX,1186,4,4.0,1969,3808,408712,0,0,Townhouse,High
80271,NY,1783,6,3.0,1919,7693,659418,1,0,Townhouse,High
54064,TX,1510,4,2.5,1919,17317,432388,1,1,Single Family,Medium
80091,VA,1252,3,5.0,1945,13229,538525,1,0,Condo,High
50818,MD,1740,6,1.0,1926,11445,381241,1,0,Single Family,Low
55525,NC,1848,4,2.5,1925,8207,410653,1,1,Single Family,High
29830,CO,2099,2,2.0,1931,9790,597940,1,0,Single Family,High
27429,MI,1647,4,3.5,1909,2658,178443,1,0,Townhouse,High
16893,WA,1294,5,3.0,1981,8383,411670,0,0,Single Family,Medium
89909,NC,1318,4,4.0,2004,11880,243904,1,1,Single Family,Low
57333,CO,2849,3,1.0,1911,9867,472989,0,0,Single Family,High
13436,TX,1123,5,3.0,1973,9867,295943,1,0,Single Family,Very High
84290,AZ,2254,4,1.5,1987,6728,440055,1,0,Single Family,High
86213,MI,2363,4,1.5,1923,5461,214186,1,1,Single Family,High
15895,PA,1915,3,1.5,2016,5003,373513,1,0,Single Family,High
29738,VA,3237,3,5.0,1950,8740,637126,0,0,Single Family,Medium
40746,MI,2351,4,2.0,1937,13671,292890,1,0,Townhouse,High
59377,CO,3290,5,2.5,1945,5707,803978,1,0,Condo,Medium
58404,NJ,1544,3,3.0,1988,10203,577735,1,0,Single Family,Medium
64045,PA,1556,3,2.5,1907,10077,270704,1,0,Townhouse,High
49790,MD,2369,2,2.5,1954,14650,421694,1,0,Single Family,High
15600,OH,1816,4,3.0,1977,10066,348379,1,1,Single Family,Low
50764,VA,3179,1,5.0,2006,2560,636045,1,0,Single Family,Medium
84543,MA,2239,1,5.0,1930,20624,670368,1,0,Townhouse,High
55714,IL,1268,1,3.5,1987,14858,307977,1,0,Single Family,Very High
66835,IL,784,4,2.0,1915,12415,303694,1,0,Single Family,Medium
83744,MN,1945,3,3.5,1919,7122,324593,0,0,Townhouse,High
66491,MI,1937,3,2.5,1937,8405,252668,1,1,Condo,High
28589,CO,2219,5,2.0,2010,2888,572532,1,0,Single Family,Medium
53484,OR,2847,3,3.5,1914,8331,660234,1,1,Townhouse,High
92989,GA,2755,3,3.5,1977,10878,375056,1,0,Single Family,High
46212,MD,1594,5,1.5,2016,9873,480071,0,1,Single Family,High
53525,MI,1094,3,5.0,1975,18762,251890,1,0,Single Family,High
57202,FL,1136,4,4.5,1933,13354,414641,1,1,Single Family,High
42635,MN,1484,2,3.5,1971,14868,263607,1,0,Single Family,High
73208,AZ,1743,4,1.0,1918,12700,331476,0,0,Single Family,High
43828,CA,2213,3,1.5,2009,10813,968695,0,0,Single Family,High
28711,GA,1439,5,2.5,1968,12274,365115,1,1,Single Family,Medium
13420,OR,2196,3,4.0,2019,2000,514265,0,0,Single Family,High
10301,WI,2253,3,5.0,1990,8698,473494,1,0,Single Family,Medium
55236,OH,2100,4,3.0,1962,3011,393402,1,0,Townhouse,Low
76235,CA,1209,6,1.5,2004,4100,601510,0,1,Single Family,Very High
64240,CA,2327,2,1.0,1976,15968,702597,1,1,Townhouse,Medium
75726,WA,3456,5,1.0,1931,4617,698911,1,0,Single Family,High
20492,CA,2172,3,3.0,1994,3381,893039,1,0,Single Family,High
16102,MD,500,4,4.0,2004,11947,360107,0,0,Single Family,High
60336,AZ,2868,3,5.0,2009,9656,580088,0,1,Townhouse,Medium
95314,NC,1508,4,5.0,1936,12231,347862,1,0,Single Family,High
36641,VA,3585,3,4.5,1965,18779,901766,1,0,Townhouse,High
44584,GA,2081,3,1.0,1906,12863,372429,1,0,Townhouse,Medium
42745,NJ,820,1,3.0,1947,2246,348133,1,0,Condo,Medium
33093,WI,554,2,3.5,1910,14664,190692,1,1,Condo,Medium
76105,FL,3077,5,3.5,1974,8900,695237,0,1,Townhouse,Medium
61885,IL,2774,6,2.5,1986,10839,489893,0,0,Single Family,High
46631,WI,3558,4,1.0,1930,2000,462240,1,1,Single Family,High
82991,VA,2007,3,2.0,1943,12516,458348,1,1,Single Family,Medium
14014,NJ,1960,3,2.5,1944,3492,494373,1,0,Townhouse,Medium
21093,VA,1732,4,2.5,1971,12671,302343,1,0,Single Family,Medium
28070,NY,1539,6,2.5,1955,6385,541286,0,0,Single Family,High
45777,MI,1725,3,3.0,1931,13610,224961,1,0,Townhouse,High
66958,PA,2152,5,5.0,2011,3524,487104,1,0,Single Family,High
92074,AZ,1409,6,2.5,1920,2196,371180,1,0,Single Family,High
20729,FL,831,5,5.0,1930,7293,453961,1,1,Single Family,High
55017,CA,2111,3,5.0,1900,11331,748891,1,1,Townhouse,Medium
76320,MI,1393,1,1.0,1976,4274,153104,0,0,Single Family,Low
37751,MA,500,3,3.0,1910,11019,307953,1,0,Condo,Very High
88069,NC,2386,4,5.0,1992,14372,391755,0,0,Condo,Medium
64748,IL,1224,3,2.5,1967,3381,350843,1,1,Single Family,High
15801,TX,2463,3,3.0,1935,11026,413682,1,0,Single Family,High
29190,VA,2446,4,2.5,1978,12698,525235,1,0,Single Family,High
59689,FL,2198,3,1.5,1958,9035,452287,0,0,Townhouse,Medium
60993,NJ,3747,3,1.5,1966,9587,952295,1,0,Single Family,High
39592,AZ,1903,4,1.5,1955,2955,525949,1,0,Single Family,High
20647,MD,1800,4,1.0,1950,12187,386014,1,0,Single Family,High
18716,OR,2478,4,2.0,1928,10306,542783,1,0,Single Family,High
98891,NY,1961,3,1.0,1984,10753,565108,1,0,Single Family,Very High
97545,OH,2812,4,2.5,1901,20323,347742,1,0,Single Family,Low
99912,OR,1111,4,1.0,1905,8966,344804,1,0,Single Family,Medium
80316,MI,1123,2,2.5,1930,11613,185242,0,0,Single Family,High
12368,IL,2536,4,2.0,1953,16440,550956,1,0,Condo,High
87575,MI,1184,3,5.0,1987,9758,191677,1,0,Townhouse,Medium
16655,WI,2426,3,1.0,1939,6417,332109,1,0,Townhouse,High
80031,VA,2259,3,4.5,1916,11991,480649,1,0,Single Family,High
86429,WI,1513,3,5.0,1904,6574,311311,1,0,Single Family,High
97922,VA,2257,3,4.0,1901,15996,589262,1,0,Single Family,Medium
65766,MN,1135,5,1.0,1957,12573,285715,1,1,Townhouse,Medium
23403,WI,1300,2,2.5,1911,5694,265726,1,0,Single Family,Very High
42097,FL,1833,6,1.0,1904,3764,565062,1,0,Townhouse,Very High
88657,NY,2055,4,2.5,2005,10781,696708,1,1,Condo,High
20966,WI,1787,3,2.0,1959,11277,320803,1,0,Single Family,High
